date,time,id,roadname,fromnode,tonode,len,maxSpeed,speed,ttime,traffic
2025-10-05,07:40:00,3,황새울로,느티마을사거리,상록사거리,560,50,18,112.0,2
2025-10-05,07:40:00,5,정자로,신기사거리,정든마을사거리,374,50,29,46.0,1
2025-10-05,07:40:00,9,내정로,계원삼거리,신기사거리,390,30,13,108.0,2
2025-10-05,07:40:00,7,불정로,한솔청구어린이집,불정사거리,758,50,23,119.0,2
2025-10-05,07:40:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,15,89.0,2
2025-10-05,07:40:00,4,정자로,상록사거리,신기사거리,440,50,29,55.0,1
2025-10-05,07:40:00,10,정자로,신기사거리,상록사거리,440,50,35,45.0,1
2025-10-05,07:50:00,9,내정로,계원삼거리,신기사거리,390,30,16,88.0,2
2025-10-05,07:50:00,1,성남대로,금곡교사거리,궁내사거리,561,70,48,42.0,2
2025-10-05,07:50:00,4,정자로,상록사거리,신기사거리,440,50,28,57.0,1
2025-10-05,07:50:00,5,정자로,신기사거리,정든마을사거리,374,50,21,64.0,2
2025-10-05,07:50:00,8,불정로,불정사거리,계원삼거리,387,50,48,29.0,1
2025-10-05,07:50:00,2,느티로,궁내사거리,느티마을사거리,158,50,16,36.0,2
2025-10-05,07:50:00,7,불정로,한솔청구어린이집,불정사거리,758,50,22,124.0,2
2025-10-05,07:50:00,11,정자로,상록사거리,금곡교사거리,152,50,29,19.0,1
2025-10-05,07:50:00,3,황새울로,느티마을사거리,상록사거리,560,50,14,144.0,3
2025-10-05,07:50:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,07:50:00,10,정자로,신기사거리,상록사거리,440,50,37,43.0,1
2025-10-05,08:00:00,4,정자로,상록사거리,신기사거리,440,50,27,59.0,1
2025-10-05,08:00:00,9,내정로,계원삼거리,신기사거리,390,30,18,78.0,2
2025-10-05,08:00:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,08:00:00,1,성남대로,금곡교사거리,궁내사거리,561,70,50,40.0,2
2025-10-05,08:00:00,10,정자로,신기사거리,상록사거리,440,50,20,79.0,2
2025-10-05,08:00:00,2,느티로,궁내사거리,느티마을사거리,158,50,14,41.0,3
2025-10-05,08:00:00,8,불정로,불정사거리,계원삼거리,387,50,37,38.0,1
2025-10-05,08:00:00,7,불정로,한솔청구어린이집,불정사거리,758,50,23,119.0,2
2025-10-05,08:00:00,3,황새울로,느티마을사거리,상록사거리,560,50,14,144.0,3
2025-10-05,08:00:00,5,정자로,신기사거리,정든마을사거리,374,50,25,54.0,2
2025-10-05,08:00:00,11,정자로,상록사거리,금곡교사거리,152,50,19,29.0,2
2025-10-05,08:10:00,7,불정로,한솔청구어린이집,불정사거리,758,50,24,114.0,2
2025-10-05,08:10:00,8,불정로,불정사거리,계원삼거리,387,50,37,38.0,1
2025-10-05,08:10:00,2,느티로,궁내사거리,느티마을사거리,158,50,14,41.0,3
2025-10-05,08:10:00,9,내정로,계원삼거리,신기사거리,390,30,18,78.0,2
2025-10-05,08:10:00,11,정자로,상록사거리,금곡교사거리,152,50,29,19.0,1
2025-10-05,08:10:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,08:10:00,5,정자로,신기사거리,정든마을사거리,374,50,25,54.0,2
2025-10-05,08:10:00,4,정자로,상록사거리,신기사거리,440,50,27,59.0,1
2025-10-05,08:10:00,3,황새울로,느티마을사거리,상록사거리,560,50,14,144.0,3
2025-10-05,08:10:00,10,정자로,신기사거리,상록사거리,440,50,20,79.0,2
2025-10-05,08:10:00,1,성남대로,금곡교사거리,궁내사거리,561,70,46,44.0,2
2025-10-05,08:20:00,6,정자로,정든마을사거리,한솔청구어린이집,369,30,11,121.0,2
2025-10-05,08:20:00,10,정자로,신기사거리,상록사거리,440,50,32,50.0,1
2025-10-05,08:20:00,4,정자로,상록사거리,신기사거리,440,50,30,53.0,1
2025-10-05,08:20:00,8,불정로,불정사거리,계원삼거리,387,50,37,38.0,1
2025-10-05,08:20:00,11,정자로,상록사거리,금곡교사거리,152,50,31,18.0,1
2025-10-05,08:20:00,2,느티로,궁내사거리,느티마을사거리,158,50,12,47.0,3
2025-10-05,08:20:00,9,내정로,계원삼거리,신기사거리,390,30,21,67.0,2
2025-10-05,08:20:00,1,성남대로,금곡교사거리,궁내사거리,561,70,46,44.0,2
2025-10-05,08:20:00,5,정자로,신기사거리,정든마을사거리,374,50,23,59.0,2
