date,time,id,roadname,fromnode,tonode,maxSpeed,speed,ttime,traffic
2025-10-01,18:15:00,5,정자로,신기사거리,정든마을사거리,50,14,96.0,3
2025-10-01,18:15:00,3,황새울로,느티마을사거리,상록사거리,50,15,135.0,2
2025-10-01,18:30:00,3,황새울로,느티마을사거리,상록사거리,50,16,126.0,2
2025-10-01,18:30:00,4,정자로,상록사거리,신기사거리,50,21,75.0,2
2025-10-01,18:30:00,10,정자로,신기사거리,상록사거리,50,21,75.0,2
2025-10-01,18:30:00,9,내정로,계원삼거리,신기사거리,30,18,78.0,2
2025-10-01,18:30:00,2,느티로,궁내사거리,느티마을사거리,50,11,52.0,3
2025-10-01,18:30:00,6,정자로,정든마을사거리,한솔청구어린이집,30,12,111.0,3
2025-10-01,18:30:00,11,정자로,상록사거리,금곡교사거리,50,13,42.0,3
2025-10-01,18:30:00,7,불정로,한솔청구어린이집,불정사거리,50,26,105.0,1
2025-10-01,18:30:00,1,성남대로,금곡교사거리,궁내사거리,70,29,70.0,1
2025-10-01,18:30:00,8,불정로,불정사거리,계원삼거리,50,32,44.0,1
2025-10-01,18:30:00,5,정자로,신기사거리,정든마을사거리,50,10,135.0,3
2025-10-01,18:45:00,5,정자로,신기사거리,정든마을사거리,50,10,135.0,3
2025-10-01,18:45:00,1,성남대로,금곡교사거리,궁내사거리,70,26,78.0,1
2025-10-01,18:45:00,10,정자로,신기사거리,상록사거리,50,27,59.0,1
2025-10-01,18:45:00,2,느티로,궁내사거리,느티마을사거리,50,13,44.0,3
2025-10-01,18:45:00,7,불정로,한솔청구어린이집,불정사거리,50,21,130.0,2
2025-10-01,18:45:00,9,내정로,계원삼거리,신기사거리,30,14,101.0,3
2025-10-01,18:45:00,8,불정로,불정사거리,계원삼거리,50,31,45.0,1
2025-10-01,18:45:00,3,황새울로,느티마을사거리,상록사거리,50,15,135.0,2
2025-10-01,18:45:00,11,정자로,상록사거리,금곡교사거리,50,24,23.0,2
2025-10-01,18:45:00,6,정자로,정든마을사거리,한솔청구어린이집,30,12,111.0,3
2025-10-01,18:45:00,4,정자로,상록사거리,신기사거리,50,28,57.0,1
2025-10-01,19:00:00,10,정자로,신기사거리,상록사거리,50,30,53.0,1
2025-10-01,19:00:00,1,성남대로,금곡교사거리,궁내사거리,70,31,65.0,1
2025-10-01,19:00:00,3,황새울로,느티마을사거리,상록사거리,50,16,126.0,2
2025-10-01,19:00:00,8,불정로,불정사거리,계원삼거리,50,28,50.0,1
2025-10-01,19:00:00,2,느티로,궁내사거리,느티마을사거리,50,15,38.0,2
2025-10-01,19:00:00,11,정자로,상록사거리,금곡교사거리,50,25,22.0,2
2025-10-01,19:00:00,4,정자로,상록사거리,신기사거리,50,24,66.0,2
2025-10-01,19:00:00,6,정자로,정든마을사거리,한솔청구어린이집,30,9,148.0,3
2025-10-01,19:00:00,9,내정로,계원삼거리,신기사거리,30,15,94.0,2
2025-10-01,19:00:00,7,불정로,한솔청구어린이집,불정사거리,50,22,124.0,2
2025-10-01,19:00:00,5,정자로,신기사거리,정든마을사거리,50,20,67.0,2
2025-10-01,19:15:00,7,불정로,한솔청구어린이집,불정사거리,50,25,109.0,2
2025-10-01,19:15:00,3,황새울로,느티마을사거리,상록사거리,50,20,101.0,2
2025-10-01,19:15:00,8,불정로,불정사거리,계원삼거리,50,29,48.0,1
2025-10-01,19:15:00,2,느티로,궁내사거리,느티마을사거리,50,10,57.0,3
2025-10-01,19:15:00,1,성남대로,금곡교사거리,궁내사거리,70,31,65.0,1
2025-10-01,19:30:00,9,내정로,계원삼거리,신기사거리,30,15,94.0,2
2025-10-01,19:30:00,8,불정로,불정사거리,계원삼거리,50,27,52.0,1
2025-10-01,19:30:00,6,정자로,정든마을사거리,한솔청구어린이집,30,11,121.0,3
2025-10-01,19:30:00,10,정자로,신기사거리,상록사거리,50,26,61.0,1
2025-10-01,19:30:00,11,정자로,상록사거리,금곡교사거리,50,10,55.0,3
2025-10-01,19:30:00,4,정자로,상록사거리,신기사거리,50,23,69.0,2
2025-10-01,19:45:00,7,불정로,한솔청구어린이집,불정사거리,50,22,124.0,2
2025-10-01,19:45:00,4,정자로,상록사거리,신기사거리,50,20,79.0,2
2025-10-01,19:45:00,10,정자로,신기사거리,상록사거리,50,19,83.0,2
2025-10-01,19:45:00,5,정자로,신기사거리,정든마을사거리,50,13,104.0,3
2025-10-01,19:45:00,9,내정로,계원삼거리,신기사거리,30,16,88.0,2
2025-10-01,19:45:00,8,불정로,불정사거리,계원삼거리,50,37,38.0,1
2025-10-01,19:45:00,11,정자로,상록사거리,금곡교사거리,50,24,23.0,2
2025-10-01,19:45:00,6,정자로,정든마을사거리,한솔청구어린이집,30,13,102.0,3
2025-10-01,19:45:00,3,황새울로,느티마을사거리,상록사거리,50,17,119.0,2
2025-10-01,19:45:00,1,성남대로,금곡교사거리,궁내사거리,70,37,55.0,1
2025-10-01,19:45:00,2,느티로,궁내사거리,느티마을사거리,50,13,44.0,3
2025-10-01,20:00:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,20:00:00,1,성남대로,금곡교사거리,궁내사거리,70,39,52.0,1
2025-10-01,20:00:00,8,불정로,불정사거리,계원삼거리,50,37,38.0,1
2025-10-01,20:00:00,7,불정로,한솔청구어린이집,불정사거리,50,28,97.0,1
2025-10-01,20:00:00,9,내정로,계원삼거리,신기사거리,30,18,78.0,2
2025-10-01,20:00:00,3,황새울로,느티마을사거리,상록사거리,50,18,112.0,2
2025-10-01,20:00:00,5,정자로,신기사거리,정든마을사거리,50,16,84.0,2
2025-10-01,20:00:00,4,정자로,상록사거리,신기사거리,50,27,59.0,1
2025-10-01,20:00:00,10,정자로,신기사거리,상록사거리,50,32,50.0,1
2025-10-01,20:00:00,11,정자로,상록사거리,금곡교사거리,50,23,24.0,2
2025-10-01,20:00:00,2,느티로,궁내사거리,느티마을사거리,50,12,47.0,3
2025-10-01,20:15:00,4,정자로,상록사거리,신기사거리,50,34,47.0,1
2025-10-01,20:15:00,2,느티로,궁내사거리,느티마을사거리,50,13,44.0,3
2025-10-01,20:15:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,20:15:00,8,불정로,불정사거리,계원삼거리,50,31,45.0,1
2025-10-01,20:15:00,9,내정로,계원삼거리,신기사거리,30,23,61.0,2
2025-10-01,20:15:00,1,성남대로,금곡교사거리,궁내사거리,70,43,47.0,1
2025-10-01,20:15:00,7,불정로,한솔청구어린이집,불정사거리,50,24,114.0,2
2025-10-01,20:15:00,11,정자로,상록사거리,금곡교사거리,50,23,24.0,2
2025-10-01,20:15:00,10,정자로,신기사거리,상록사거리,50,22,72.0,2
2025-10-01,20:15:00,3,황새울로,느티마을사거리,상록사거리,50,12,168.0,3
2025-10-01,20:15:00,5,정자로,신기사거리,정든마을사거리,50,14,96.0,3
2025-10-01,20:30:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,20:30:00,2,느티로,궁내사거리,느티마을사거리,50,15,38.0,2
2025-10-01,20:30:00,8,불정로,불정사거리,계원삼거리,50,37,38.0,1
2025-10-01,20:30:00,11,정자로,상록사거리,금곡교사거리,50,23,24.0,2
2025-10-01,20:30:00,4,정자로,상록사거리,신기사거리,50,18,88.0,2
2025-10-01,20:30:00,9,내정로,계원삼거리,신기사거리,30,23,61.0,2
2025-10-01,20:30:00,3,황새울로,느티마을사거리,상록사거리,50,16,126.0,2
2025-10-01,20:30:00,5,정자로,신기사거리,정든마을사거리,50,15,90.0,2
2025-10-01,20:30:00,7,불정로,한솔청구어린이집,불정사거리,50,26,105.0,1
2025-10-01,20:30:00,10,정자로,신기사거리,상록사거리,50,18,88.0,2
2025-10-01,20:30:00,1,성남대로,금곡교사거리,궁내사거리,70,33,61.0,1
2025-10-01,20:45:00,8,불정로,불정사거리,계원삼거리,50,38,37.0,1
2025-10-01,20:45:00,4,정자로,상록사거리,신기사거리,50,34,47.0,1
2025-10-01,20:45:00,9,내정로,계원삼거리,신기사거리,30,18,78.0,2
2025-10-01,20:45:00,10,정자로,신기사거리,상록사거리,50,19,83.0,2
2025-10-01,20:45:00,7,불정로,한솔청구어린이집,불정사거리,50,19,144.0,2
2025-10-01,20:45:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,20:45:00,5,정자로,신기사거리,정든마을사거리,50,31,43.0,1
2025-10-01,20:45:00,2,느티로,궁내사거리,느티마을사거리,50,15,38.0,2
2025-10-01,20:45:00,3,황새울로,느티마을사거리,상록사거리,50,18,112.0,2
2025-10-01,20:45:00,11,정자로,상록사거리,금곡교사거리,50,19,29.0,2
2025-10-01,20:45:00,1,성남대로,금곡교사거리,궁내사거리,70,38,53.0,1
2025-10-01,21:00:00,9,내정로,계원삼거리,신기사거리,30,18,78.0,2
2025-10-01,21:00:00,7,불정로,한솔청구어린이집,불정사거리,50,19,144.0,2
2025-10-01,21:00:00,1,성남대로,금곡교사거리,궁내사거리,70,41,49.0,1
2025-10-01,21:00:00,3,황새울로,느티마을사거리,상록사거리,50,16,126.0,2
2025-10-01,21:00:00,2,느티로,궁내사거리,느티마을사거리,50,14,41.0,3
2025-10-01,21:00:00,10,정자로,신기사거리,상록사거리,50,21,75.0,2
2025-10-01,21:00:00,11,정자로,상록사거리,금곡교사거리,50,14,39.0,3
2025-10-01,21:00:00,5,정자로,신기사거리,정든마을사거리,50,31,43.0,1
2025-10-01,21:00:00,4,정자로,상록사거리,신기사거리,50,24,66.0,2
2025-10-01,21:00:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,21:00:00,8,불정로,불정사거리,계원삼거리,50,37,38.0,1
2025-10-01,21:15:05,7,불정로,한솔청구어린이집,불정사거리,50,23,119.0,2
2025-10-01,21:15:05,1,성남대로,금곡교사거리,궁내사거리,70,34,60.0,1
2025-10-01,21:15:05,8,불정로,불정사거리,계원삼거리,50,34,41.0,1
2025-10-01,21:15:05,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,21:15:05,5,정자로,신기사거리,정든마을사거리,50,19,71.0,2
2025-10-01,21:15:05,2,느티로,궁내사거리,느티마을사거리,50,16,36.0,2
2025-10-01,21:15:05,9,내정로,계원삼거리,신기사거리,30,16,88.0,2
2025-10-01,21:15:05,4,정자로,상록사거리,신기사거리,50,28,57.0,1
2025-10-01,21:15:05,11,정자로,상록사거리,금곡교사거리,50,29,19.0,1
2025-10-01,21:15:05,10,정자로,신기사거리,상록사거리,50,32,50.0,1
2025-10-01,21:15:05,3,황새울로,느티마을사거리,상록사거리,50,17,119.0,2
2025-10-01,21:30:00,5,정자로,신기사거리,정든마을사거리,50,15,90.0,2
2025-10-01,21:30:00,2,느티로,궁내사거리,느티마을사거리,50,14,41.0,3
2025-10-01,21:30:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,21:30:00,10,정자로,신기사거리,상록사거리,50,28,57.0,1
2025-10-01,21:30:00,4,정자로,상록사거리,신기사거리,50,31,51.0,1
2025-10-01,21:30:00,1,성남대로,금곡교사거리,궁내사거리,70,37,55.0,1
2025-10-01,21:30:00,7,불정로,한솔청구어린이집,불정사거리,50,29,94.0,1
2025-10-01,21:30:00,8,불정로,불정사거리,계원삼거리,50,35,40.0,1
2025-10-01,21:30:00,9,내정로,계원삼거리,신기사거리,30,15,94.0,2
2025-10-01,21:30:00,3,황새울로,느티마을사거리,상록사거리,50,17,119.0,2
2025-10-01,21:30:00,11,정자로,상록사거리,금곡교사거리,50,29,19.0,1
2025-10-01,21:45:00,4,정자로,상록사거리,신기사거리,50,33,48.0,1
2025-10-01,21:45:00,9,내정로,계원삼거리,신기사거리,30,22,64.0,2
2025-10-01,21:45:00,11,정자로,상록사거리,금곡교사거리,50,15,37.0,2
2025-10-01,21:45:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,21:45:00,8,불정로,불정사거리,계원삼거리,50,27,52.0,1
2025-10-01,21:45:00,1,성남대로,금곡교사거리,궁내사거리,70,37,55.0,1
2025-10-01,21:45:00,7,불정로,한솔청구어린이집,불정사거리,50,29,94.0,1
2025-10-01,21:45:00,10,정자로,신기사거리,상록사거리,50,28,57.0,1
2025-10-01,21:45:00,3,황새울로,느티마을사거리,상록사거리,50,17,119.0,2
2025-10-01,21:45:00,5,정자로,신기사거리,정든마을사거리,50,15,90.0,2
2025-10-01,21:45:00,2,느티로,궁내사거리,느티마을사거리,50,10,57.0,3
2025-10-01,22:00:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,22:00:00,8,불정로,불정사거리,계원삼거리,50,36,39.0,1
2025-10-01,22:00:00,7,불정로,한솔청구어린이집,불정사거리,50,24,114.0,2
2025-10-01,22:00:00,4,정자로,상록사거리,신기사거리,50,32,50.0,1
2025-10-01,22:00:00,2,느티로,궁내사거리,느티마을사거리,50,10,57.0,3
2025-10-01,22:00:00,1,성남대로,금곡교사거리,궁내사거리,70,37,55.0,1
2025-10-01,22:00:00,5,정자로,신기사거리,정든마을사거리,50,15,90.0,2
2025-10-01,22:00:00,9,내정로,계원삼거리,신기사거리,30,23,61.0,2
2025-10-01,22:00:00,11,정자로,상록사거리,금곡교사거리,50,15,37.0,2
2025-10-01,22:00:00,10,정자로,신기사거리,상록사거리,50,25,63.0,2
2025-10-01,22:00:00,3,황새울로,느티마을사거리,상록사거리,50,20,101.0,2
2025-10-01,22:15:00,8,불정로,불정사거리,계원삼거리,50,32,44.0,1
2025-10-01,22:15:00,10,정자로,신기사거리,상록사거리,50,23,69.0,2
2025-10-01,22:15:00,2,느티로,궁내사거리,느티마을사거리,50,18,32.0,2
2025-10-01,22:15:00,5,정자로,신기사거리,정든마을사거리,50,15,90.0,2
2025-10-01,22:15:00,4,정자로,상록사거리,신기사거리,50,33,48.0,1
2025-10-01,22:15:00,1,성남대로,금곡교사거리,궁내사거리,70,34,60.0,1
2025-10-01,22:15:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,22:15:00,9,내정로,계원삼거리,신기사거리,30,26,54.0,1
2025-10-01,22:15:00,7,불정로,한솔청구어린이집,불정사거리,50,27,101.0,1
2025-10-01,22:15:00,11,정자로,상록사거리,금곡교사거리,50,24,23.0,2
2025-10-01,22:15:00,3,황새울로,느티마을사거리,상록사거리,50,19,106.0,2
2025-10-01,22:30:00,2,느티로,궁내사거리,느티마을사거리,50,15,38.0,2
2025-10-01,22:30:00,11,정자로,상록사거리,금곡교사거리,50,17,32.0,2
2025-10-01,22:30:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,22:30:00,1,성남대로,금곡교사거리,궁내사거리,70,30,67.0,1
2025-10-01,22:30:00,10,정자로,신기사거리,상록사거리,50,28,57.0,1
2025-10-01,22:30:00,7,불정로,한솔청구어린이집,불정사거리,50,35,78.0,1
2025-10-01,22:30:00,3,황새울로,느티마을사거리,상록사거리,50,16,126.0,2
2025-10-01,22:30:00,4,정자로,상록사거리,신기사거리,50,34,47.0,1
2025-10-01,22:30:00,9,내정로,계원삼거리,신기사거리,30,17,83.0,2
2025-10-01,22:30:00,5,정자로,신기사거리,정든마을사거리,50,15,90.0,2
2025-10-01,22:30:00,8,불정로,불정사거리,계원삼거리,50,37,38.0,1
2025-10-01,22:45:00,8,불정로,불정사거리,계원삼거리,50,38,37.0,1
2025-10-01,22:45:00,11,정자로,상록사거리,금곡교사거리,50,21,26.0,2
2025-10-01,22:45:00,3,황새울로,느티마을사거리,상록사거리,50,24,84.0,2
2025-10-01,22:45:00,4,정자로,상록사거리,신기사거리,50,33,48.0,1
2025-10-01,22:45:00,5,정자로,신기사거리,정든마을사거리,50,17,79.0,2
2025-10-01,22:45:00,9,내정로,계원삼거리,신기사거리,30,14,101.0,3
2025-10-01,22:45:00,10,정자로,신기사거리,상록사거리,50,20,79.0,2
2025-10-01,22:45:00,7,불정로,한솔청구어린이집,불정사거리,50,26,105.0,1
2025-10-01,22:45:00,1,성남대로,금곡교사거리,궁내사거리,70,42,48.0,1
2025-10-01,22:45:00,6,정자로,정든마을사거리,한솔청구어린이집,30,14,95.0,3
2025-10-01,22:45:00,2,느티로,궁내사거리,느티마을사거리,50,15,38.0,2
