지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),습도(%)
572,성남,2025.11.30 9:00,9.2,0,0.1,0,99
572,성남,2025.11.30 10:00,12.1,169,0.8,0,85
572,성남,2025.11.30 11:00,12.8,191.2,1.1,0,82
572,성남,2025.11.30 12:00,14.3,189.8,1.2,0,74
572,성남,2025.11.30 13:00,15,203,1,0,68
572,성남,2025.11.30 14:00,15.2,230.3,1.1,0,66
572,성남,2025.11.30 15:00,15.4,197.9,1.2,0,66
572,성남,2025.11.30 16:00,15.6,191.7,0.6,0,67
572,성남,2025.11.30 17:00,14.9,183.7,1,0,67
572,성남,2025.11.30 18:00,12.7,0,0.3,0,73
572,성남,2025.11.30 19:00,10.6,0,0.1,0,82
572,성남,2025.11.30 20:00,12.6,193.6,0.8,0,78
572,성남,2025.11.30 21:00,10.5,82.7,0.5,0,85
572,성남,2025.11.30 22:00,12,254.2,0.5,0,86
572,성남,2025.11.30 23:00,12.4,232.1,1,0,84
